PLAYER,TEAM,YEAR,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Matisse Thybulle,POR,2023,26,71,38,33,16.9,4.1,1.5,3.6,43.5,0.8,2.1,36.5,0.3,0.4,67.9,0.6,1.4,2,0.7,0.3,1.2,0.5,1.6,12.1,0,0,-0.2
Serge Ibaka,MIL,2023,33,16,11,5,11.6,4.1,1.6,3.4,48.1,0.4,1.1,33.3,0.5,0.8,61.5,0.9,1.8,2.8,0.3,0.7,0.1,0.4,1.4,8.8,0,0,-1.6
Isaiah Roby,NYK,2023,25,42,9,33,11.3,4.1,1.6,3.7,43.2,0.4,1.4,30,0.5,1,48.8,0.5,2.1,2.6,0.9,0.7,0.4,0.2,1.3,9.6,0,0,-2.6
Olivier Sarr,OKC,2023,24,9,5,4,12.6,4,1.7,3.3,50,0.1,0.9,12.5,0.6,0.8,71.4,1.3,2.1,3.4,0.4,0.4,0.1,0.6,1.9,10.4,1,0,1.6
Daishen Nix,HOU,2023,21,57,15,42,16,4,1.4,4.2,34.2,0.7,2.5,28.6,0.4,0.6,66.7,0.3,1.4,1.7,2.3,1.5,0.5,0.1,1,10,0,0,-2.6
Patrick Baldwin Jr.,GSW,2023,20,31,15,16,7.3,3.9,1.4,3.5,39.4,1,2.7,38.1,0.1,0.2,66.7,0,1.3,1.3,0.4,0.4,0.2,0.1,0.5,6.6,0,0,-1.6
Dominick Barlow,SAS,2023,20,28,5,23,14.6,3.9,1.6,3.1,53.5,0,0.1,0,0.6,0.9,72,1.6,2,3.6,0.9,0.5,0.4,0.7,2,12.2,2,0,-3.9
Bruno Fernando,ATL,2023,24,39,13,26,10.4,3.9,1.5,2.9,52.7,0,0.1,0,0.9,1.3,70,1.4,2.1,3.5,0.8,0.6,0.2,0.9,1.9,11.8,1,0,-1.9
Aaron Holiday,ATL,2023,26,63,32,31,13.4,3.9,1.5,3.5,41.8,0.6,1.4,40.9,0.4,0.5,84.4,0.4,0.8,1.2,1.4,0.6,0.6,0.2,1.3,9.2,0,0,0.3
Gorgui Dieng,SAS,2023,33,31,3,28,11.6,3.9,1.5,3.8,38.5,0.7,2.4,28,0.3,0.4,76.9,0.9,2.6,3.5,1.7,1,0.1,0.5,1.8,11.3,2,0,-4.9
Jabari Walker,POR,2023,20,56,21,35,11.1,3.9,1.5,3.5,41.9,0.3,1,28.6,0.6,0.8,75.6,0.9,1.5,2.3,0.6,0.5,0.2,0.2,1.2,8.3,0,0,-2.1
Udonis Haslem,MIA,2023,42,7,4,3,10.3,3.9,1.4,4.1,34.5,0.4,1.3,33.3,0.6,0.7,80,0.6,1,1.6,0,0.1,0.1,0.3,1.6,6.9,0,0,-3.6
Dyson Daniels,NOP,2023,20,59,33,26,17.7,3.8,1.5,3.5,41.8,0.5,1.5,31.4,0.4,0.7,65,0.6,2.6,3.2,2.3,1,0.7,0.2,1.7,12.9,0,0,-0.1
Xavier Cooks,WAS,2023,27,10,2,8,12.6,3.8,1.7,2.8,60.7,0,0.1,0,0.4,1,40,1.6,2.2,3.8,0.6,0.8,0.6,0.4,1.3,11.5,1,0,1.9
JT Thor,CHA,2023,20,69,22,47,14,3.8,1.4,3.4,39.9,0.6,1.8,31.7,0.5,0.7,70.2,0.5,1.7,2.2,0.5,0.6,0.3,0.3,1,8.5,0,0,-2.4
Caleb Houstan,ORL,2023,20,51,20,31,15.9,3.8,1.3,3.6,36.3,0.9,2.7,33.8,0.3,0.4,83.3,0.7,1.3,1.9,0.6,0.4,0.2,0.1,1.2,7.8,0,0,-1.6
Furkan Korkmaz,PHI,2023,25,37,24,13,9.6,3.8,1.3,3,43.2,0.5,1.2,39.1,0.7,1,72.2,0.2,1,1.1,0.6,0.6,0.3,0.1,0.5,6.4,0,0,0.1
Luke Kornet,BOS,2023,27,69,45,24,11.7,3.8,1.6,2.5,66.5,0,0.2,23.1,0.5,0.6,82.1,1.2,1.6,2.9,0.8,0.4,0.2,0.7,1.2,10.5,0,0,0.9
Markieff Morris,DAL,2023,33,35,17,18,10.1,3.8,1.3,3.3,40.9,0.8,2,39.4,0.3,0.3,100,0.4,1.7,2,0.9,0.5,0.3,0.1,1.4,8.2,1,0,0.3
Darius Days,HOU,2023,23,4,0,4,6.2,3.8,1.3,3,41.7,0.8,2.5,30,0.5,0.5,100,0.3,1.3,1.5,0.3,0,0,0.3,0.5,6.7,0,0,0.3
Jordan McLaughlin,MIN,2023,27,43,22,21,15.8,3.7,1.4,3.4,42.1,0.6,1.8,30.8,0.3,0.4,83.3,0.3,1.1,1.4,3.4,0.8,0.7,0.1,0.7,12.4,0,0,2
Orlando Robinson,MIA,2023,22,31,18,13,13.7,3.7,1.5,2.9,52.8,0,0.2,0,0.7,1,71,1.5,2.5,4.1,0.8,0.5,0.4,0.4,1.7,11.6,0,0,0.9
A.J. Lawson,DAL,2023,22,15,5,10,7.2,3.7,1.5,2.9,50,0.7,1.7,40,0.1,0.5,25,0.4,1,1.4,0.1,0.2,0.1,0,0.7,5.8,0,0,-3.1
David Duke Jr.,BKN,2023,23,23,10,13,9.9,3.7,1.6,3.4,46.2,0,0.5,8.3,0.5,0.7,70.6,0.5,0.8,1.3,0.9,0.8,0.4,0,1.3,7.2,0,0,-1.5
Nathan Knight,MIN,2023,25,38,19,19,7.7,3.7,1.2,2.1,56.8,0.2,0.6,36.4,1,1.5,68.4,0.6,0.9,1.5,0.3,0.6,0.3,0.2,1.1,6.7,0,0,-0.2
Matt Ryan,MIN,2023,26,34,15,19,9.1,3.6,1.2,3.2,37,0.9,2.5,38.1,0.3,0.4,83.3,0.1,0.6,0.8,0.5,0.2,0.1,0,0.8,5.5,0,0,0.6
Bryn Forbes,MIN,2023,29,25,9,16,10.7,3.6,1.2,3.3,36.1,0.6,1.8,30.4,0.6,0.6,100,0.2,0.4,0.6,0.7,0.5,0.3,0.1,0.9,5.9,0,0,-1.9
P.J. Tucker,PHI,2023,38,75,48,27,25.6,3.5,1.3,3,42.7,0.7,1.9,39.3,0.3,0.3,82.6,1.3,2.7,3.9,0.8,0.6,0.5,0.2,2.4,11,0,0,1.8
Udoka Azubuike,UTA,2023,23,36,17,19,10,3.5,1.6,2,81.9,0,0,0,0.2,0.6,35,0.9,2.4,3.3,0.3,0.5,0.2,0.4,0.9,9.1,0,0,-2.3
Miles McBride,NYK,2023,22,64,36,28,11.9,3.5,1.2,3.4,35.8,0.6,2.1,29.9,0.4,0.7,66.7,0.2,0.6,0.8,1.1,0.4,0.6,0.1,0.9,7.8,0,0,0.8
Damian Jones,UTA,2023,27,41,12,29,11.6,3.5,1.3,2.1,64,0.2,0.4,58.8,0.5,0.7,75.9,1,2,3,0.4,0.6,0.2,0.5,1.3,9.1,1,0,-2
Wesley Matthews,MIL,2023,36,52,37,15,15.8,3.4,1.1,3.1,36.3,0.8,2.4,31.5,0.5,0.5,85.7,0.7,1.5,2.2,0.7,0.3,0.4,0.3,1.4,8.6,0,0,1
Amir Coffey,LAC,2023,25,50,26,24,12.5,3.4,1.1,2.9,38.6,0.2,0.8,27.5,1,1.3,77.8,0.3,0.7,1.1,1.1,0.4,0.1,0.1,1,6.6,0,0,-2.3
Micah Potter,UTA,2023,25,7,4,3,7.5,3.4,1.4,2.1,66.7,0.6,1,57.1,0,0,0,0.4,1.9,2.3,0.6,0.3,0.1,0,0.7,7.2,1,0,-0.4
Taj Gibson,WAS,2023,37,49,21,28,9.8,3.4,1.3,2.6,52,0.2,0.5,33.3,0.6,0.9,71.4,0.7,1.2,1.9,0.7,0.5,0.3,0.2,1.7,7.9,0,0,-0.1
Jericho Sims,NYK,2023,24,52,31,21,15.6,3.4,1.6,2.1,77.6,0,0,0,0.2,0.3,75,1.9,2.8,4.7,0.5,0.5,0.3,0.5,1.8,11.7,2,0,-2.2
Kai Jones,CHA,2023,22,46,13,33,11.9,3.4,1.5,2.6,55.8,0.1,0.4,21.1,0.4,0.6,73.1,0.8,1.9,2.7,0.3,0.7,0.4,0.7,1.4,9.5,1,0,-0.7
Anthony Gill,WAS,2023,30,59,21,38,10.6,3.3,1.2,2.2,53.8,0.1,0.5,13.8,0.8,1.1,73.1,0.6,1.1,1.7,0.6,0.3,0.1,0.2,1.2,6.9,0,0,-0.2
Boban Marjanovic,HOU,2023,34,31,7,24,5.5,3.3,1.3,1.9,68.3,0,0,0,0.6,0.9,74.1,0.6,1.3,1.9,0.3,0.5,0.2,0.1,0.3,6.3,0,0,2.1
Raul Neto,CLE,2023,31,48,31,17,10.5,3.3,1.2,2.3,51.8,0.3,0.9,28.6,0.6,0.7,91.2,0.2,0.8,1,1.6,0.5,0.4,0.1,1,7.7,0,0,0.2
Peyton Watson,DEN,2023,20,23,13,10,8.1,3.3,1.3,2.6,49.2,0.3,0.6,42.9,0.5,0.9,55,0.3,1.3,1.6,0.5,0.3,0.1,0.5,0.6,7.3,0,0,-2
Jared Rhoden,DET,2023,23,14,2,12,14.1,3.2,1.2,3.1,38.6,0.4,1.4,25,0.4,0.4,100,0.8,1.9,2.6,0.3,0.2,0.3,0.1,1.6,7.7,0,0,1.5
Christian Koloko,TOR,2023,22,58,29,29,13.8,3.1,1.2,2.6,48,0,0.2,8.3,0.6,1,62.7,1.4,1.5,2.9,0.5,0.3,0.4,1,2.2,11.2,0,0,2.7
Max Christie,LAL,2023,20,41,19,22,12.5,3.1,1.1,2.6,41.5,0.6,1.5,41.9,0.3,0.4,87.5,0.2,1.7,1.8,0.5,0.3,0.2,0.2,0.8,6.9,0,0,-1.9
Jordan Hall,SAS,2023,21,9,1,8,9.2,3.1,1,3.1,32.1,0.3,1.7,20,0.8,1,77.8,0.3,1,1.3,1.2,0.8,0.1,0,0.7,6.1,0,0,-2.7
Richaun Holmes,SAC,2023,29,42,22,20,8.3,3.1,1.3,2.1,61.8,0.1,0.2,62.5,0.4,0.5,78.9,0.7,1.2,1.9,0.2,0.3,0.1,0.3,1.2,6.4,1,0,-1.6
Josh Minott,MIN,2023,20,15,7,8,6.4,3.1,1.2,2.4,50,0.1,0.4,33.3,0.5,0.5,100,0.3,1.3,1.7,0.3,0.2,0.3,0.4,0.7,7.4,1,0,1.6
Robin Lopez,CLE,2023,35,37,25,12,8.1,3,1.3,2,64,0.1,0.1,50,0.4,0.5,77.8,0.6,0.8,1.4,0.5,0.7,0.1,0.2,1.2,5.6,0,0,-1.6
Jacob Gilyard,MEM,2023,24,1,0,1,40.8,3,1,3,33.3,1,3,33.3,0,0,0,0,4,4,7,2,3,0,3,25.3,0,0,-13
Jake LaRavia,MEM,2023,21,35,22,13,11.8,3,1.1,2.7,38.9,0.7,2,33.8,0.2,0.3,77.8,0.5,1.3,1.8,0.6,0.5,0.3,0.1,1.4,6.9,0,0,-2.2
Jamaree Bouyea,WAS,2023,23,5,2,3,14.1,3,1.2,2.8,42.9,0.4,1.2,33.3,0.2,0.4,50,0.2,1,1.2,0.8,0.8,0.8,0.4,1.2,8.4,0,0,-3.4
Trevelin Queen,IND,2023,26,7,2,5,10,3,1,4.1,24.1,0.3,2.1,13.3,0.7,0.7,100,1.1,1.3,2.4,0.9,1,0.3,0.7,0.6,9.2,0,0,2
Tyler Dorsey,DAL,2023,27,3,2,1,2.8,3,1.3,1.7,80,0.3,0.7,50,0,0,0,0.3,0.3,0.7,0,0,0,0,0,3.8,0,0,0.7
Usman Garuba,HOU,2023,21,75,21,54,12.9,3,1.1,2.4,48.6,0.3,0.8,40.7,0.4,0.6,61.7,1.6,2.5,4.1,0.9,0.6,0.6,0.4,1.8,11.5,0,0,-3.4
Juan Toscano-Anderson,UTA,2023,30,52,19,33,13.5,3,1.2,2.8,44.8,0.2,0.8,18.6,0.4,0.5,79.2,0.5,1.8,2.4,1.3,0.7,0.3,0.2,1.5,8.6,0,0,-2.8
Dru Smith,BKN,2023,25,15,7,8,10.6,2.9,1.2,3,40,0.3,1.3,26.3,0.2,0.2,100,0.1,1.5,1.6,1.5,0.2,0.7,0.3,1.5,9.7,0,0,-1.9
Jason Preston,LAC,2023,23,14,4,10,8.8,2.9,1.3,2.9,43.9,0.4,1.3,27.8,0,0.1,0,0.1,1.4,1.6,1.9,0.7,0.1,0,0.5,7.4,0,0,-0.8
Juancho Hernangomez,TOR,2023,27,42,20,22,14.6,2.9,1.1,2.7,42.1,0.4,1.6,25.4,0.2,0.4,56.3,0.6,2.3,2.9,0.6,0.4,0.4,0.1,1,8.5,1,0,0.3
Frank Ntilikina,DAL,2023,24,47,20,27,12.9,2.9,1,2.8,36.4,0.4,1.4,25.4,0.5,0.7,66.7,0.1,1.2,1.3,1.2,0.6,0.3,0.1,1.4,7.2,0,0,0.7
Terry Taylor,CHI,2023,23,31,13,18,8.5,2.9,1.3,2.4,52,0.2,0.6,26.3,0.2,0.4,54.5,0.9,0.6,1.5,0.3,0.3,0.1,0.2,0.8,5.8,0,0,0.6
Carlik Jones,CHI,2023,25,7,4,3,8,2.9,0.9,2.1,40,0.4,0.9,50,0.7,1.1,62.5,0.1,0.6,0.7,0.9,0.3,0.3,0,0.3,5.6,0,0,3.7
James Johnson,IND,2023,36,18,7,11,9,2.8,1.2,2.7,44.9,0.2,0.8,20,0.2,0.4,50,0.2,1.4,1.7,0.8,0.4,0.4,0.3,1.8,7.8,0,0,-0.4
Kessler Edwards,SAC,2023,22,36,17,19,10.7,2.8,1,2.6,38.7,0.5,1.5,30.9,0.3,0.4,73.3,0.6,1.1,1.7,0.6,0.4,0.4,0.2,1.1,7.1,0,0,0.1
Moussa Diabate,LAC,2023,21,22,10,12,8.9,2.7,1.1,2.1,51.1,0,0.1,50,0.5,0.7,62.5,1.4,0.9,2.3,0.2,0.4,0.3,0.4,0.7,7.3,0,0,-1
Jaden Springer,PHI,2023,20,16,13,3,5.6,2.6,1.1,2.2,48.6,0.1,0.3,40,0.4,0.5,75,0.4,0.5,0.9,0.5,0.2,0.4,0.2,0.9,6.1,0,0,-0.2
Mamadi Diakite,CLE,2023,26,22,15,7,8,2.6,1.1,2.3,48,0.3,1,33.3,0.1,0.1,100,0.4,1,1.4,0.4,0.5,0.2,0.4,1.2,6,0,0,-0.4
Isaiah Mobley,CLE,2023,23,12,8,4,7,2.6,1,2.3,42.9,0.3,0.7,37.5,0.3,0.3,100,0.3,1.3,1.7,0.3,0.1,0.3,0.3,0.7,6.6,0,0,2.6
Ish Smith,DEN,2023,34,43,25,18,9.3,2.5,1.2,3,39.7,0,0.3,16.7,0,0.1,50,0.1,1.1,1.3,2.3,1,0.2,0.2,0.8,7.5,0,0,-0.8
Lester Quinones,GSW,2023,22,4,4,0,4.5,2.5,0.5,1.3,40,0.5,1,50,1,1.5,66.7,0.3,0.5,0.8,0.5,1.3,0.3,0,0,3.7,0,0,1.5
Frank Kaminsky,HOU,2023,30,36,13,23,6.5,2.5,0.9,1.8,49.2,0.4,0.9,39.4,0.4,0.4,87.5,0.2,1.3,1.4,0.9,0.3,0.2,0.1,0.6,6.1,0,0,-0.1
Jeff Dowtin Jr.,TOR,2023,26,25,17,8,10.3,2.4,1,2.3,43.9,0.2,0.6,31.3,0.2,0.4,66.7,0.2,0.7,0.9,1.2,0.2,0.4,0.1,0.5,6.6,0,0,-0.4
Neemias Queta,SAC,2023,23,5,1,4,5.7,2.4,1.2,1.8,66.7,0,0,0,0,0.4,0,1,1.2,2.2,0.2,0.2,0,0.4,1.4,6.3,0,0,-6
Theo Pinson,DAL,2023,27,40,19,21,8.1,2.4,0.8,2.2,35.6,0.6,1.6,35.5,0.3,0.3,84.6,0.3,1.3,1.6,1.2,0.3,0.2,0,0.9,6.2,1,1,-1.3
John Butler Jr.,POR,2023,20,19,4,15,11.6,2.4,0.9,2.8,32.1,0.4,1.8,22.9,0.2,0.2,75,0.2,0.7,0.9,0.6,0.1,0.4,0.5,1.2,6.8,0,0,-3.7
Scotty Pippen Jr.,LAL,2023,22,6,1,5,5.3,2.3,0.7,2,33.3,0.2,0.5,33.3,0.8,1.5,55.6,0.3,0.3,0.7,0.3,0.3,0.3,0.2,0.5,4.8,0,0,-0.2
Trent Forrest,ATL,2023,24,23,9,14,12,2.3,1.1,2.6,41.7,0,0.1,0,0.1,0.1,66.7,0.2,1.4,1.6,1.7,0.7,0.3,0.1,0.7,7.2,0,0,-2.5
Dalen Terry,CHI,2023,20,38,19,19,5.6,2.2,0.8,1.9,44.4,0.2,0.7,25.9,0.4,0.6,66.7,0.3,0.7,1,0.6,0.2,0.3,0.1,0.6,5.3,0,0,0.3
Ron Harper Jr.,TOR,2023,23,9,6,3,5.3,2.2,0.9,1.8,50,0.3,1,33.3,0.1,0.1,100,0.3,0.4,0.8,0.4,0,0,0.1,0.3,4.2,0,0,2.1
Justin Champagnie,BOS,2023,21,5,4,1,6.9,2.2,1,3,33.3,0.2,1,20,0,0,0,0.6,1,1.6,0.8,0,0.2,0,0.4,5.9,0,0,-0.8
Kennedy Chandler,MEM,2023,20,36,22,14,7.8,2.2,1,2.3,42.2,0.1,0.4,13.3,0.2,0.4,46.2,0.3,0.8,1.1,1.6,0.5,0.3,0.1,0.4,6.8,0,0,-1.1
Khem Birch,SAS,2023,30,20,9,11,8.1,2.2,1,1.6,59.4,0.1,0.1,50,0.2,0.3,80,0.4,0.9,1.3,0.4,0.4,0.3,0.3,1.2,5.3,0,0,0.3
Andre Iguodala,GSW,2023,39,8,3,5,14.1,2.1,0.9,1.9,46.7,0.1,1.1,11.1,0.3,0.4,66.7,0.4,1.8,2.1,2.4,1.1,0.5,0.4,1.4,9.7,0,0,4.4
Davon Reed,LAL,2023,27,43,29,14,8,2.1,0.7,2,33.3,0.4,1.1,37,0.4,0.6,66.7,0.2,1.1,1.4,0.5,0.5,0.3,0.1,0.9,5.4,0,0,-2.3
Nerlens Noel,BKN,2023,29,17,4,13,11.5,2.1,0.8,2.1,36.1,0.1,0.1,50,0.5,0.7,66.7,0.6,2.1,2.7,0.6,0.8,0.9,0.6,1.9,10,0,0,-4.4
Chris Silva,DAL,2023,26,1,1,0,3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1
Donovan Williams,ATL,2023,21,2,1,1,2.1,2,1,2.5,40,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3.2,0,0,3
Garrett Temple,NOP,2023,37,25,16,9,6.5,2,0.7,1.8,40,0.4,1,42.3,0.1,0.2,75,0.2,0.5,0.7,0.5,0.2,0.4,0.1,0.6,4.8,0,0,-0.7
Stanley Umude,DET,2023,24,1,0,1,2.1,2,0,1,0,0,1,0,2,2,100,0,0,0,0,0,1,1,0,8,0,0,3
Vince Williams Jr.,MEM,2023,22,15,7,8,7,2,0.8,2.7,30,0.3,1.9,14.3,0.1,0.1,100,0.3,0.7,1,0.3,0.3,0.4,0.1,0.8,4.9,0,0,-2.3
Ryan Rollins,GSW,2023,20,12,5,7,5.2,1.9,0.6,1.7,35,0.3,0.8,33.3,0.5,0.5,100,0.3,0.8,1,0.5,1.3,0.1,0.1,0.8,3,0,0,-3.9
Trevor Hudgins,HOU,2023,24,5,0,5,5.7,1.8,0.4,1.8,22.2,0.4,1.6,25,0.6,0.6,100,0,0,0,0.6,0.2,0,0,0.2,2.5,0,0,0.6
Alize Johnson,SAS,2023,27,4,1,3,7.4,1.8,0.8,1.5,50,0,0.5,0,0.3,0.5,50,0.5,2,2.5,0.3,1,0.3,0,0.8,4.9,0,0,3
Greg Brown III,POR,2023,21,16,10,6,5.8,1.8,0.7,1.8,39.3,0.1,0.4,14.3,0.3,0.8,41.7,0.1,1.1,1.2,0.2,0.4,0.3,0.3,0.8,4.8,0,0,-0.3
Xavier Moon,LAC,2023,28,4,2,2,4.9,1.8,0.8,2.3,33.3,0.3,0.8,33.3,0,0,0,0,0.8,0.8,1.3,0.3,0,0,0.5,4.3,0,0,0.8
Dylan Windler,CLE,2023,26,3,3,0,3.5,1.7,0.7,1,66.7,0.3,0.7,50,0,0,0,0,0,0,0.3,0.3,0.3,0,0,2.8,0,0,-0.3
Alex Len,SAC,2023,29,26,15,11,6.2,1.7,0.6,1.2,53.3,0,0.1,0,0.4,0.6,68.8,0.9,1.4,2.3,0.5,0.6,0.2,0.4,1.1,6.2,0,0,0.7
Buddy Boeheim,DET,2023,23,10,2,8,9,1.6,0.5,2.7,18.5,0.4,2.5,16,0.2,0.2,100,0.2,0.4,0.6,0.4,0,0.2,0,0.6,3.5,0,0,0.3
JD Davison,BOS,2023,20,12,11,1,5.5,1.6,0.7,1.6,42.1,0.2,0.6,28.6,0.1,0.2,50,0.2,0.6,0.8,0.9,0.3,0.2,0.2,0.4,4.5,0,0,-0.5
Tony Bradley,CHI,2023,25,12,5,7,2.8,1.6,0.5,1,50,0.3,0.4,60,0.3,0.3,100,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,3.2,0,0,0.9
Isaiah Todd,WAS,2023,21,6,2,4,10.2,1.5,0.5,3.2,15.8,0.2,1.7,10,0.3,0.3,100,0.3,1.7,2,0.7,0.3,0.2,0,0.7,5.1,0,0,-1.2
Jordan Schakel,WAS,2023,24,2,0,2,3.1,1.5,0.5,1,50,0.5,0.5,100,0,0,0,0,0,0,0.5,0,0.5,0,0.5,3.8,0,0,3
Kendall Brown,IND,2023,20,6,1,5,6.7,1.5,0.7,1.2,57.1,0,0.2,0,0.2,0.3,50,0.3,0.7,1,0.5,0.3,0.7,0,1.5,5.1,0,0,0.7
Keon Ellis,SAC,2023,23,16,7,9,4.4,1.5,0.4,1,43.8,0.4,0.8,50,0.3,0.4,57.1,0.3,0.3,0.5,0.4,0.1,0.3,0.1,0.6,3.7,0,0,-1.3
Mfiondu Kabengele,BOS,2023,25,4,3,1,9.1,1.5,0.5,1.8,28.6,0,0.8,0,0.5,0.5,100,1.3,1.3,2.5,0,0.3,0.5,0,0.8,5.8,0,0,-1.3
Matthew Dellavedova,SAC,2023,32,32,19,13,6.6,1.5,0.5,1.6,34,0.3,0.8,33.3,0.1,0.2,57.1,0,0.4,0.4,1.3,0.3,0.2,0,0.6,4.2,0,0,-1.6
Wendell Moore Jr.,MIN,2023,21,29,16,13,5.3,1.4,0.6,1.5,41.9,0.1,0.6,11.8,0.1,0.2,80,0.1,0.5,0.6,0.6,0.3,0.3,0.2,0.4,4.2,0,0,-1.8
Thanasis Antetokounmpo,MIL,2023,30,37,25,12,5.6,1.4,0.5,1.2,43.5,0,0.2,0,0.3,0.6,50,0.4,0.8,1.2,0.4,0.3,0.1,0.1,0.6,3.6,0,0,-3.1
PJ Dozier,SAC,2023,26,16,11,5,5,1.4,0.6,2.1,30.3,0.1,1,12.5,0,0,0,0.1,0.8,0.9,0.6,0.3,0.4,0.1,0.4,4.4,0,0,-1.4
Braxton Key,DET,2023,26,3,0,3,3,1.3,0.3,0.3,100,0,0,0,0.7,0.7,100,0,0.3,0.3,0,0,0,0,0,1.7,0,0,-1
KZ Okpala,SAC,2023,24,35,19,16,7.1,1.3,0.5,1.1,42.1,0.2,0.6,33.3,0.2,0.2,87.5,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,4,0,0,-0.3
Tyrese Martin,ATL,2023,24,16,10,6,4.1,1.3,0.6,1.4,39.1,0.1,0.4,14.3,0.1,0.1,100,0.3,0.4,0.8,0.1,0.1,0.1,0,0.1,2.5,0,0,0.1
Ryan Arcidiacono,POR,2023,29,20,9,11,8.6,1.3,0.5,1.9,24.3,0.4,1.2,34.8,0,0,0,0,0.8,0.8,1.2,0.4,0.3,0,0.9,4.3,0,0,-2
Cole Swider,LAL,2023,24,7,2,5,5.9,1.3,0.4,1.3,33.3,0.4,1.1,37.5,0,0,0,0.1,0.9,1,0.6,0,0,0,0.4,3.3,0,0,0.4
Facundo Campazzo,DAL,2023,32,8,2,6,6.5,1.3,0.4,1.6,23.1,0.4,1.4,27.3,0.1,0.3,50,0,0.3,0.3,1.1,0.4,0.8,0,0.4,5.1,0,0,1.4
Vit Krejci,ATL,2023,22,29,15,14,5.7,1.2,0.5,1.3,40.5,0.2,0.7,23.8,0,0.1,50,0.2,0.7,0.9,0.6,0.2,0.2,0,0.6,3.6,0,0,-0.1
Jack White,DEN,2023,25,17,13,4,3.9,1.2,0.5,1.1,42.1,0.2,0.5,33.3,0.1,0.2,66.7,0.4,0.6,1,0.2,0.1,0.2,0.1,0.5,3.6,0,0,-1
Noah Vonleh,BOS,2023,27,23,17,6,7.5,1.1,0.5,1,45.8,0,0.2,25,0.1,0.1,100,0.8,1.3,2.1,0.3,0.5,0.1,0.3,1.5,4.9,0,0,-0.6
Chima Moneke,SAC,2023,27,2,1,1,4,1,0.5,1,50,0,0,0,0,1,0,1,0,1,0.5,1,0,0,1,2,0,0,-4.5
Joe Wieskamp,TOR,2023,23,9,6,3,5.5,1,0.3,1.6,21.4,0.3,1.3,25,0,0,0,0,0.4,0.4,0.3,0.1,0,0,0.3,1.9,0,0,0.2
Kobi Simmons,CHA,2023,25,5,1,4,5.6,1,0.2,1.2,16.7,0.2,1,20,0.4,0.4,100,0.2,0.6,0.8,1,0.2,0,0.4,0,4.5,0,0,-3.8
Malcolm Hill,CHI,2023,27,5,4,1,1.8,1,0.4,0.8,50,0.2,0.6,33.3,0,0,0,0,0.6,0.6,0,0,0,0,0.2,1.7,0,0,1.8
Trevor Keels,NYK,2023,19,3,3,0,2.7,1,0.3,1.3,25,0.3,1.3,25,0,0,0,0,0.7,0.7,0,0,0,0,0,1.8,0,0,-6
Justin Jackson,BOS,2023,28,23,15,8,4.7,0.9,0.3,1.2,25.9,0.2,0.9,25,0,0.1,50,0.1,0.7,0.7,0.4,0.1,0.2,0.2,0.3,3.3,0,0,-3.1
Marko Simonovic,CHI,2023,23,7,3,4,2.8,0.9,0.3,1,28.6,0.1,0.6,25,0.1,0.3,50,0.1,0.1,0.3,0,0,0,0,0.7,1.2,0,0,2.1
Dereon Seabron,NOP,2023,23,5,2,3,2.3,0.8,0.4,1,40,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,1,0,0,2
Vernon Carey Jr.,UTA,2023,22,11,8,3,2.6,0.5,0.2,0.7,25,0,0,0,0.2,0.2,100,0.3,0.7,1,0.3,0.2,0.2,0.2,0.5,3.1,0,0,-0.9
Devon Dotson,WAS,2023,23,6,1,5,8.9,0.5,0.2,1.7,10,0.2,0.7,25,0,0,0,1,0.7,1.7,1.3,0.5,0.8,0,1.5,6.5,0,0,-0.5
Leandro Bolmaro,UTA,2023,22,14,8,6,4.9,0.4,0.2,1.4,15,0,0.3,0,0,0,0,0.3,0.2,0.5,0.5,0.5,0.2,0.1,0.7,2.1,0,0,0.1
Alondes Williams,BKN,2023,23,1,1,0,5.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,-0.8,0,0,-5
Deonte Burton,SAC,2023,29,2,1,1,3.2,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Frank Jackson,UTA,2023,25,1,0,1,5.1,0,0,3,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,3.9,0,0,-2
Michael Foster Jr.,PHI,2023,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
Sterling Brown,LAL,2023,28,4,2,2,6.1,0,0,1,0,0,0.5,0,0,0,0,0.8,1.3,2,0.5,0,0.8,0,1,5.4,0,0,-1
Deni Avdija,WAS,2022,21,82,35,47,24.2,109.2,110.1,-1,11.7,1.92,18.7,2.7,18.2,10.6,9.7,50.3,53.6,15.8,99.88,8.6,4118,,,,,,
Dwight Powell,DAL,2022,30,82,52,30,21.9,113.2,110.6,2.5,8.1,1.52,15.1,9.9,13.4,11.6,10,68.7,72.5,13.6,95.12,10.2,3556,,,,,,
